CONTRIBUTION_ID,PERIOD_START,PERIOD_END,CONTRIBUTION_DATE,RECIPIENT,AMOUNT,LOBBYIST_ID,CREATED_DATE
5023,2013-01-01,2013-03-31,2013-03-20,"Citizens to Elect John Arena",500,16507,2014-01-06
5025,2013-10-01,2013-12-31,2013-10-28,"Friends of Mary O'Connor",100,13501,2014-01-06
5041,2013-10-01,2013-12-31,2013-10-10,"Alderman Carrie Austin",500,15306,2014-01-07
5042,2013-10-01,2013-12-31,2013-11-14,"Alderman Bob Fioretti",300,15306,2014-01-07
5043,2013-10-01,2013-12-31,2013-12-17,"Alderman Debra Silverstein",500,15306,2014-01-07
5044,2013-10-01,2013-12-31,2013-12-18,"Alderman JoAnn Thompson",500,15306,2014-01-07
5045,2013-10-01,2013-12-31,2013-12-18,"Alderman Mary O'Connor",500,15306,2014-01-07
5046,2013-10-01,2013-12-31,2013-12-18,"Alderman Anthony Beale",500,15306,2014-01-07
5047,2013-10-01,2013-12-31,2013-10-10,"Alderman Carrie Austin",500,15307,2014-01-07
5048,2013-10-01,2013-12-31,2013-11-14,"Alderman Bob Fioretti",300,15307,2014-01-07
5049,2013-10-01,2013-12-31,2013-12-17,"Alderman Debra Silverstein",500,15307,2014-01-07
5050,2013-10-01,2013-12-31,2013-12-18,"Alderman JoAnn Thompson",500,15307,2014-01-07
5051,2013-10-01,2013-12-31,2013-12-18,"Alderman Mary O'Connor",500,15307,2014-01-07
5052,2013-10-01,2013-12-31,2013-12-18,"Alderman Anthony Beale",500,15307,2014-01-07
5053,2013-10-01,2013-12-31,2013-10-28,"Democratic National Committee",250,13127,2014-01-07
5054,2013-10-01,2013-12-31,2013-10-16,"Friends for Alderman Austin",500,11006,2014-01-07
5055,2013-10-01,2013-12-31,2013-12-31,N/A,0,11710,2014-01-07
5061,2013-10-01,2013-12-31,2013-10-10,"Alderman Carrie Austin",500,16021,2014-01-08
5062,2013-10-01,2013-12-31,2013-11-14,"Alderman Bob Fioretti",300,16021,2014-01-08
5063,2013-10-01,2013-12-31,2013-12-17,"Alderman Debra Silverstein",500,16021,2014-01-08
5064,2013-10-01,2013-12-31,2013-12-18,"Alderman JoAnn Thompson",500,16021,2014-01-08
5065,2013-10-01,2013-12-31,2013-12-18,"Alderman Mary O'Connor",500,16021,2014-01-08
5066,2013-10-01,2013-12-31,2013-12-18,"Alderman Anthony Beale",500,16021,2014-01-08
5067,2013-10-01,2013-12-31,2013-11-27,"Friends of Ray Suarez",250,16251,2014-01-08
5081,2013-10-01,2013-12-31,2013-12-01,"CITIZENS TO ELECT ANTHONY BEALE",1500,14124,2014-01-09
5082,2013-10-01,2013-12-31,2013-12-01,"FRIENDS OF JOANN THOMPSON",1500,14124,2014-01-09
5083,2013-10-01,2013-12-31,2013-12-01,"FRIENDS FOR MARY O'CONNOR",1500,14124,2014-01-09
5084,2013-10-01,2013-12-31,2013-12-11,"Friends of Edward M Burke",1000,12304,2014-01-09
5085,2013-10-01,2013-12-31,2013-12-31,NA,0,11526,2014-01-09
5086,2013-10-01,2013-12-31,2013-10-02,"Friends of Edward M. Burke",1500,14842,2014-01-09
5101,2013-10-01,2013-12-31,2013-10-16,"Friends of Carrie Austin",250,11187,2014-01-10
5102,2013-10-01,2013-12-31,2013-11-20,"Citizens for Jason Ervin",500,11187,2014-01-10
5103,2013-10-01,2013-12-31,2013-11-18,"Citizens for Patrick O'Connor",200,15085,2014-01-10
5104,2013-10-01,2013-12-31,2013-12-13,"Citizens for Brendan Reilly",1500,11984,2014-01-10
5105,2013-10-01,2013-12-31,2013-11-20,"Citizens for Ervin",150,11984,2014-01-10
5106,2013-10-01,2013-12-31,2013-11-28,"Friends for Mary O'Connor",250,11984,2014-01-10
5107,2013-10-01,2013-12-31,2013-11-20,"Citizens for Alderman Ervin",75,14361,2014-01-10
5108,2013-10-01,2013-12-31,2013-12-11,"Citzens for Alderman Pope",150,14361,2014-01-10
5109,2013-10-01,2013-12-31,2013-11-12,"Citizens for Representative Acevedo",150,14361,2014-01-10
5110,2013-10-01,2013-12-31,2013-11-05,"Citizens for Alderman Burns",50,14361,2014-01-10
5111,2013-10-01,2013-12-31,2013-10-29,"Citizens for Senator Munoz",150,14361,2014-01-10
5121,2012-10-01,2012-12-31,2014-01-01,none,0,11275,2014-01-11
5141,2013-10-01,2013-12-31,2013-10-03,"44th Ward Democratic Organization",500,12183,2014-01-12
5142,2013-10-01,2013-12-31,2013-11-22,"Friends of Bob Fioretti",500,12183,2014-01-12
5143,2013-10-01,2013-12-31,2013-12-06,"Friends of John Pope",500,12183,2014-01-12
5144,2013-10-01,2013-12-31,2013-12-06,"Citizens to Elect John Arena",500,12183,2014-01-12
5145,2013-10-01,2013-12-31,2013-12-13,"Patrick Daley Thompson Campaign Committee",250,12183,2014-01-12
5146,2013-10-01,2013-12-31,2013-12-13,"Neighbors for Harry Osterman",500,12183,2014-01-12
5161,2013-10-01,2013-12-31,2014-01-01,none,0,11711,2014-01-13
5181,2013-10-01,2013-12-31,2013-11-06,"23rd Ward Democratic Party",500,14101,2014-01-13
5201,2013-10-01,2013-12-31,2013-12-13,"Thomas Cushing for Judge",250,10541,2014-01-14
5202,2013-10-01,2013-12-31,2013-10-01,NONE,0,11372,2014-01-14
5203,2013-10-01,2013-12-31,2013-10-15,"Friends of Edward M. Burke",1500,11022,2014-01-14
5204,2013-10-01,2013-12-31,2013-10-29,"Friends of Will Burns",500,11022,2014-01-14
5205,2013-10-01,2013-12-31,2013-11-13,"Citizens for Ervin",150,11022,2014-01-14
5206,2013-10-01,2013-12-31,2013-11-13,"Friends to Elect Toni L. Foulkes",150,11022,2014-01-14
5207,2013-10-01,2013-12-31,2013-11-13,"Friends of Bob Fioretti",125,11022,2014-01-14
5208,2013-10-01,2013-12-31,2013-12-05,"Friends of Nicholas Sposato",40,11022,2014-01-14
5221,2013-10-01,2013-12-31,2013-12-04,"Alderman Ameya Pawar",500,15466,2014-01-15
5241,2013-10-01,2013-12-31,2013-10-18,"Friends of Will Burns",500,14505,2014-01-15
5242,2013-10-01,2013-12-31,2013-10-18,"Citizens for Maldonado",500,14505,2014-01-15
5243,2013-10-01,2013-12-31,2013-11-06,"8th Ward Regular Democratic Organization",100,14505,2014-01-15
5244,2013-10-01,2013-12-31,2013-12-09,"Citizens for Pat Dowell",250,14505,2014-01-15
5245,2013-10-01,2013-12-31,2013-12-09,"Friends of Natashia L. Holmes",250,14505,2014-01-15
5246,2013-10-01,2013-12-31,2013-12-16,"Friends of Roderick T. Sawyer",500,14505,2014-01-15
5261,2013-10-01,2013-12-31,2013-10-31,"Alderman Brendan Reilly",500,15471,2014-01-16
5262,2013-10-01,2013-12-31,2013-11-15,"Alderman Will Burns",50,15392,2014-01-16
5263,2013-10-01,2013-12-31,2013-12-11,"Alderman John Pope",50,15392,2014-01-16
5264,2013-10-01,2013-12-31,2013-11-22,"Alderman Jason Ervin",50,15392,2014-01-16
5265,2013-10-01,2013-12-31,2013-12-26,"23rd Ward Democratic Organization",250,16907,2014-01-16
5266,2013-10-01,2013-12-31,2013-12-04,"Citizens for Pat Dowell",100,15502,2014-01-16
5267,2013-10-01,2013-12-31,2013-12-05,"Friends of Edward M. Burke",500,15502,2014-01-16
5268,2013-10-01,2013-12-31,2013-10-04,"Friends of Carrie Austin",85,15502,2014-01-16
5281,2013-10-01,2013-12-31,2013-10-31,"37th Ward Democratic Organization",250,12766,2014-01-17
5282,2013-10-01,2013-12-31,2013-10-23,"Friends of Ray Suarez",250,12766,2014-01-17
5283,2013-10-01,2013-12-31,2013-12-05,"Alderman Pat Dowell",1000,14281,2014-01-17
5284,2013-10-01,2013-12-31,2013-11-21,"Hopkins for Chicago",250,14203,2014-01-17
5285,2013-10-01,2013-12-31,2013-12-05,"Alderman Pat Dowell",1500,12181,2014-01-17
5286,2013-10-01,2013-12-31,2013-12-12,"Alderman Ed Burke",1500,12181,2014-01-17
5287,2013-10-01,2013-12-31,2013-12-04,"Friends of Ameya Pawar",100,13261,2014-01-17
5288,2013-10-01,2013-12-31,2013-11-14,"FRIENDS OF ED BURKE",150,12785,2014-01-17
5289,2013-10-01,2013-12-31,2013-12-05,"Friends of Bob Fioretti",500,15465,2014-01-17
5290,2013-10-01,2013-12-31,2013-12-09,"Nick Sposato",40,11086,2014-01-17
5291,2013-10-01,2013-12-31,2013-12-23,"Friends of Ed Burke",1500,14742,2014-01-17
5292,2013-10-01,2013-12-31,2013-10-24,"Friends of Ray Suarez",250,14742,2014-01-17
5293,2013-10-01,2013-12-31,2013-11-18,"Citizens for Scott Waugespack",250,14742,2014-01-17
5294,2013-10-01,2013-12-31,2013-10-24,"Citizens for Roberto Maldanado",500,14742,2014-01-17
5295,2013-10-01,2013-12-31,2013-10-16,"Citizens for Tunney",250,12982,2014-01-17
5296,2013-10-01,2013-12-31,2013-12-05,"Friends of Bob Fioretti",500,12982,2014-01-17
5297,2013-10-01,2013-12-31,2013-11-18,"Patrick Daley Thompson Campaign Committee",250,12982,2014-01-17
5301,2013-10-01,2013-12-31,2013-10-08,"Citizens for Joe Moore",500,10403,2014-01-18
5302,2013-10-01,2013-12-31,2013-11-14,"Friends of Natashia Holmes",250,10403,2014-01-18
5321,2013-10-01,2013-12-31,2013-10-02,"23rd Ward Regular Organization",250,11908,2014-01-19
5322,2013-10-01,2013-12-31,2013-10-23,"Citizens for Patrick O'Connor",500,11908,2014-01-19
5323,2013-10-01,2013-12-31,2013-11-21,"Friends of Alderman Cardenas",350,11908,2014-01-19
5324,2013-10-01,2013-12-31,2013-12-12,"Friends of Alderman Edward Burke",500,11908,2014-01-19
5341,2013-10-01,2013-12-31,2013-12-31,None,0,11657,2014-01-20
5361,2013-10-01,2013-12-31,2013-10-16,"Citizens for Carrie Austin",250,16403,2014-01-20
5381,2013-10-01,2013-12-31,2013-10-23,"Citizens for Will Burns",200,15405,2014-01-20
5382,2013-10-01,2013-12-31,2013-11-18,"Citizens for Alderman John Pope",500,15405,2014-01-20
5383,2013-10-01,2013-12-31,2013-12-13,"Citizens for Alderman Debra Silverstein",150,15405,2014-01-20
5384,2013-10-01,2013-12-31,2013-10-24,"Citizens for Alderman Joe Moreno",500,15405,2014-01-20
5385,2013-10-01,2013-12-31,2013-11-18,"Citizens for Waguespack",50,11358,2014-01-20
5386,2013-07-01,2013-09-30,2013-09-10,"Citizens for Reilly",500,17233,2014-01-20
5387,2013-07-01,2013-09-30,2013-09-19,"25th Ward Regular Democratic Organization",1000,17233,2014-01-20
5388,2013-10-01,2013-12-31,2013-12-20,"Ald. Mike Zalewski",500,14401,2014-01-20
5389,2013-10-01,2013-12-31,2013-12-27,"Ald. Deborah Graham",250,14401,2014-01-20
5390,2013-10-01,2013-12-31,2013-12-20,"Ald. Anthony Beale",500,14401,2014-01-20
5391,2013-10-01,2013-12-31,2013-10-11,"Ald. Matt O'Shea",250,14401,2014-01-20
5392,2013-10-01,2013-12-31,2013-11-01,"Ald. Carrie Austin",500,14401,2014-01-20
5393,2013-10-01,2013-12-31,2013-10-11,"Ald. Matt O'Shea",250,17240,2014-01-20
5394,2013-10-01,2013-12-31,2013-12-20,"Ald. Mike Zalewski",500,17240,2014-01-20
5395,2013-10-01,2013-12-31,2013-12-20,"Ald. Anthony Beale",500,17240,2014-01-20
5396,2013-10-01,2013-12-31,2013-11-01,"Ald. Carrie Austin",500,17240,2014-01-20
5397,2013-10-01,2013-12-31,2013-12-27,"Ald. Deborah Graham",250,17240,2014-01-20
5398,2013-04-01,2013-06-30,2013-05-10,"Deb Graham",250,17240,2014-01-20
5399,2013-01-01,2013-03-31,2013-01-15,"Ald. George Cardenas",250,17240,2014-01-20
5400,2013-01-01,2013-03-31,2013-02-25,"Ald. Jason Ervin",250,17240,2014-01-20
5403,2013-10-01,2013-12-31,2014-01-02,"Citizens for Carrie M Austin",300,11296,2014-01-21
5404,2013-10-01,2013-12-31,2013-11-26,"Citizens for Maldonado",250,11296,2014-01-21
5405,2013-10-01,2013-12-31,2013-09-01,"Citizens for Maldonado",1500,11481,2014-01-21
5406,2013-10-01,2013-12-31,2013-10-01,"44th Ward Democratic Organization",1000,11481,2014-01-21
5407,2013-10-01,2013-12-31,2013-10-01,"Friends of Margaret Laurino",1500,11481,2014-01-21
5408,2013-10-01,2013-12-31,2013-10-01,"Friends of 45",1500,11481,2014-01-21
5409,2013-10-01,2013-12-31,2013-10-01,"Citizens for Patrick J. O'Connor",1500,11481,2014-01-21
5410,2013-10-01,2013-12-31,2013-10-01,"Friends of Ray Suarez",1500,11481,2014-01-21
5411,2013-10-01,2013-12-31,2013-10-01,"Citizens for Reboyras",1500,11481,2014-01-21
5412,2013-10-01,2013-12-31,2013-11-01,"Citizens for Cappleman",1500,11481,2014-01-21
5413,2013-10-01,2013-12-31,2013-11-01,"Citizens for Waquespack",1500,11481,2014-01-21
5414,2013-10-01,2013-12-31,2013-11-01,"Citizens for Mell",1500,11481,2014-01-21
5415,2013-10-01,2013-12-31,2013-12-01,"Friends for Ameya Pawar",1500,11481,2014-01-21
5416,2013-10-01,2013-12-31,2013-09-01,"Friends of Nicholas Spasato",250,11481,2014-01-21
5417,2013-10-01,2013-12-31,2013-11-01,"Citizens for Mell",1500,17280,2014-01-21
5418,2013-10-01,2013-12-31,2013-12-01,"Friends for Ameya Pawar",1500,17280,2014-01-21
5419,2013-10-01,2013-12-31,2013-10-01,"Friends of Margaret Laurino",1500,17280,2014-01-21
5420,2013-10-01,2013-12-31,2013-11-01,"Citizens for Cappleman",1500,17280,2014-01-21
5421,2013-10-01,2013-12-31,2013-10-01,"Friends of Ray Suarez",1500,17280,2014-01-21
5422,2013-10-01,2013-12-31,2013-09-01,"Friends of Nicholas Spasato",250,17280,2014-01-21
5423,2013-10-01,2013-12-31,2013-10-01,"Friends of 45",1500,17280,2014-01-21
5424,2013-10-01,2013-12-31,2013-09-01,"Citizens for Maldonado",1500,17280,2014-01-21
5425,2013-10-01,2013-12-31,2013-10-01,"44th Ward Democratic Organization",1000,17280,2014-01-21
5426,2013-10-01,2013-12-31,2013-10-01,"Citizens for Patrick J. O'Connor",1500,17280,2014-01-21
5427,2013-10-01,2013-12-31,2013-11-01,"Citizens for Waquespack",1500,17280,2014-01-21
5428,2013-10-01,2013-12-31,2013-10-01,"Citizens for Reboyras",1500,17280,2014-01-21
5429,2013-10-01,2013-12-31,2013-12-01,"Alderman Ed Burke",500,11127,2014-01-21
5430,2013-10-01,2013-12-31,2013-10-02,"Friends of Proco Joe Moreno",500,14444,2014-01-21
5431,2013-10-01,2013-12-31,2013-10-15,"Citizens for Reboyras",250,14444,2014-01-21
5432,2013-10-01,2013-12-31,2013-11-18,"27th Ward Regular Democratic Organization",500,14444,2014-01-21
5441,2013-04-01,2013-06-30,2013-06-30,n/a,0,17328,2014-01-22
5442,2013-01-01,2013-03-31,2013-04-16,"Steven Ginsberg",0,17328,2014-01-22
5443,2012-10-01,2012-12-31,2014-01-01,none,0,17328,2014-01-22
5461,2013-10-01,2013-12-31,2013-10-04,"Friends of Mary O'Connor",1000,15430,2014-01-23
5462,2013-10-01,2013-12-31,2013-10-16,"Pat Dowell",1000,12806,2014-01-23
5481,2013-10-01,2013-12-31,2013-10-22,"Friends of Edward Burke",1500,11344,2014-01-24
5482,2013-10-01,2013-12-31,2013-10-23,"Friends of Will Burns",500,11344,2014-01-24
5483,2013-10-01,2013-12-31,2013-12-02,"Friends of Bob Fioretti",250,11344,2014-01-24
5484,2013-10-01,2013-12-31,2013-12-02,"Friends of Debra Silverstein",500,11344,2014-01-24
5501,2013-10-01,2013-12-31,2013-10-14,"Friends of Jaime Andrade",250,11583,2014-01-28
5502,2013-10-01,2013-12-31,2013-10-16,"Friends of Carrie Austin",250,11583,2014-01-28
5503,2013-10-01,2013-12-31,2013-11-19,"Democratic Party of Illinoios",1000,11583,2014-01-28
5504,2013-10-01,2013-12-31,2013-11-21,"Friends of George Cardenas",250,11583,2014-01-28
5521,2013-01-01,2013-03-31,2013-03-25,"Alderman Danny Solis",300,17477,2014-01-29
5541,2013-07-01,2013-09-30,2013-09-19,"Friends of Margaret Laurino",250,17484,2014-01-30
5542,2013-07-01,2013-09-30,2013-09-19,"Citizens for Patrick O'Connor",500,17484,2014-01-30
5543,2013-07-01,2013-09-30,2013-09-19,"23rd Ward Regular Democratic Organization",500,17484,2014-01-30
5544,2013-04-01,2013-06-30,2013-05-04,"Citizens for Munoz",250,17484,2014-01-30
5545,2013-04-01,2013-06-30,2013-05-04,"40th Ward Regular Democratic Organization",250,17484,2014-01-30
5546,2013-04-01,2013-06-30,2013-05-04,"Friends of Leslie Hairston",250,17484,2014-01-30
5547,2013-04-01,2013-06-30,2013-05-29,"33rd Ward Regular Democratic Organization",300,17484,2014-01-30
5548,2013-04-01,2013-06-30,2013-05-27,"19th Ward Democratic Organization",250,17484,2014-01-30
5549,2013-10-01,2013-12-31,2013-10-25,"Friends of Bob Fioretti",1500,17484,2014-01-30
5550,2013-10-01,2013-12-31,2013-10-03,"Friends of Alderman Carrie Austin",1000,17484,2014-01-30
5561,2013-10-01,2013-12-31,2013-10-24,"Friends of Mary O'Connor",100,16324,2014-02-03
5562,2013-10-01,2013-12-31,2013-11-23,"Friends of Edward Burke",300,16324,2014-02-03
5563,2013-10-01,2013-12-31,2013-10-14,"Citizens for O'Connore",125,15407,2014-02-03
5581,2013-10-01,2013-12-31,2013-10-28,"Alderman Mary O'Connor",500,11565,2014-02-04
5601,2013-07-01,2013-09-30,2013-09-10,"Citizens for Reilly (Alderman Brendan Reilly)",250,17585,2014-02-05
5641,2014-01-01,2014-03-31,2014-03-26,"Knapp Jerry",0,17032,2014-03-26
5661,2014-01-01,2014-03-31,2014-03-31,"Edward Ebertsch",0,16520,2014-03-31
5681,2014-01-01,2014-03-31,2014-03-31,"Gerald Hollowell",0,17032,2014-03-31
5701,2014-01-01,2014-03-31,2014-01-27,"Democratic Party 49th Ward",500,16645,2014-04-01
5702,2014-01-01,2014-03-31,2014-01-27,"Citizens for O'Connor",500,16645,2014-04-01
5703,2014-01-01,2014-03-31,2014-01-27,"Citizens for Bridget Gainer",250,16645,2014-04-01
5704,2014-01-01,2014-03-31,2014-02-13,"Friends for Walter Burnett, Jr.",500,16645,2014-04-01
5705,2014-01-01,2014-03-31,2014-02-19,"Friends of Richard Boykin",250,16645,2014-04-01
5706,2014-01-01,2014-03-31,2014-03-14,"Friends of Michele Smith",1500,16645,2014-04-01
5721,2014-01-01,2014-03-31,2014-01-15,"Friends of Leslie Hairston",350,17474,2014-04-03
5741,2014-01-01,2014-03-31,2014-01-26,"CITIZENS FOR GRAHAM",500,16587,2014-04-04
5742,2014-01-01,2014-03-31,2014-02-26,"CITIZENS FOR CULLERTON",250,16587,2014-04-04
5743,2014-01-01,2014-03-31,2014-03-31,N/A,0,16553,2014-04-04
5761,2014-01-01,2014-03-31,2014-02-24,"Friends of Leslie A. Hairston",250,16904,2014-04-08
5762,2014-01-01,2014-03-31,2014-02-24,"25th Ward Regular Democractic Org",150,16904,2014-04-08
5763,2014-01-01,2014-03-31,2014-03-18,"Friends of Will Burns",500,16904,2014-04-08
5781,2014-01-01,2014-03-31,2014-01-01,n/a,0,16381,2014-04-10
5801,2014-01-01,2014-03-31,2014-01-15,"Citizens for Patrick J. O'Connor",100,18601,2014-04-10
5802,2014-01-01,2014-03-31,2014-02-26,"Friends of Leslie A. Hairston",150,18601,2014-04-10
5821,2014-01-01,2014-03-31,2014-02-13,"Alderman James Cappleman",250,18442,2014-04-11
5822,2014-01-01,2014-03-31,2014-02-13,"Alderman Margaret Laurino",250,18442,2014-04-11
5823,2014-01-01,2014-03-31,2014-02-13,"Alderman Patrick J. O'Connor",500,18442,2014-04-11
5824,2014-01-01,2014-03-31,2014-03-12,"Alderman Michelle A. Harris",500,18442,2014-04-11
5825,2014-01-01,2014-03-31,2014-03-12,"Alderman Tim Cullerton",250,18442,2014-04-11
5826,2014-01-01,2014-03-31,2014-03-12,"Alderman Danny Solis",500,18442,2014-04-11
5827,2014-01-01,2014-03-31,2014-03-12,"11th Ward Democratic Party",500,18442,2014-04-11
5841,2014-01-01,2014-03-31,2014-01-22,"Citizens for O'Connor",100,16780,2014-04-11
5842,2014-01-01,2014-03-31,2014-02-12,"Friends of Walter Burnett",150,16780,2014-04-11
5843,2014-01-01,2014-03-31,2014-02-12,"Friends to Elect Toni L. Foulkes",200,16780,2014-04-11
5844,2014-01-01,2014-03-31,2014-02-17,"Friends of Bob Fioretti",250,16780,2014-04-11
5845,2014-01-01,2014-03-31,2014-02-17,"Citiizens for Ervin",250,16780,2014-04-11
5846,2014-01-01,2014-03-31,2014-02-24,"The New 37th Ward Democratic Organization",100,16780,2014-04-11
5847,2014-01-01,2014-03-31,2014-02-24,"Citizens for Tim Cullerton",125,16780,2014-04-11
5848,2014-01-01,2014-03-31,2014-02-24,"Friends of Michelle A. Harris",250,16780,2014-04-11
5849,2014-01-01,2014-03-31,2014-02-25,"25th Ward Regular Democratic Organization",150,16780,2014-04-11
5850,2014-01-01,2014-03-31,2014-03-03,"Friends of George Cardenas",500,16780,2014-04-11
5851,2014-01-01,2014-03-31,2014-03-12,"Friends of Leslie A. Hairston",150,16780,2014-04-11
5852,2014-01-01,2014-03-31,2014-03-14,"Neighbors for Harry Osterman",100,16780,2014-04-11
5861,2014-01-01,2014-03-31,2014-01-15,"Friends of Edward M. Burke",500,16461,2014-04-14
5881,2014-01-01,2014-03-31,2014-01-29,"Friends of Bob Fioretti",250,16861,2014-04-14
5882,2014-01-01,2014-03-31,2014-01-29,"Friends of Margaret Laurino",250,16861,2014-04-14
5883,2014-01-01,2014-03-31,2014-02-24,"Friends of Michelle Harris",500,18401,2014-04-14
5884,2014-01-01,2014-03-31,2014-02-24,"New 37th Ward Democratic Organization (Alderman Emma Mitts)",500,18401,2014-04-14
5885,2014-01-01,2014-03-31,2014-01-15,"Friends of Edward M. Burke",500,18723,2014-04-14
5886,2014-01-01,2014-03-31,2014-01-20,"Citizens for Ald. Brandon Reilly",500,18421,2014-04-14
5887,2014-01-01,2014-03-31,2014-02-18,"Friends of Alderman Fioretti",250,18421,2014-04-14
5888,2014-01-01,2014-03-31,2014-02-27,"46th Ward Organization",250,18421,2014-04-14
5889,2014-01-01,2014-03-31,2014-02-28,"39th Ward Organization",250,18421,2014-04-14
5890,2014-01-01,2014-03-31,2014-03-06,"47th Ward Democratic Organization",250,18421,2014-04-14
5891,2014-01-01,2014-03-31,2014-03-06,"40th Ward Democratic Organization",150,18421,2014-04-14
5892,2014-01-01,2014-03-31,2014-03-12,"Alderman Timothy Cullerton",125,18421,2014-04-14
5893,2014-01-01,2014-03-31,2014-03-12,"Alderman James Cappleman",250,18421,2014-04-14
5894,2014-01-01,2014-03-31,2014-01-15,"Friends of Edward M. Burke",500,18724,2014-04-14
5901,2014-01-01,2014-03-31,2014-02-13,"Alderman James Cappleman",250,18443,2014-04-15
5902,2014-01-01,2014-03-31,2014-02-13,"Alderman Margaret Laurino",250,18443,2014-04-15
5903,2014-01-01,2014-03-31,2014-02-13,"Alderman Patrick J. O'Connor",500,18443,2014-04-15
5904,2014-01-01,2014-03-31,2014-03-12,"Alderman Michelle A. Harris",500,18443,2014-04-15
5905,2014-01-01,2014-03-31,2014-03-12,"Alderman Tim Cullerton",250,18443,2014-04-15
5906,2014-01-01,2014-03-31,2014-03-12,"Alderman Danny Solis",500,18443,2014-04-15
5907,2014-01-01,2014-03-31,2014-03-12,"11th Ward Democratic Party",500,18443,2014-04-15
5908,2014-01-01,2014-03-31,2014-02-13,"Alderman James Cappleman",250,18441,2014-04-15
5909,2014-01-01,2014-03-31,2014-02-13,"Alderman Margaret Laurino",250,18441,2014-04-15
5910,2014-01-01,2014-03-31,2014-02-13,"Alderman Patrick J. O'Connor",500,18441,2014-04-15
5911,2014-01-01,2014-03-31,2014-03-12,"Alderman Michelle A. Harris",500,18441,2014-04-15
5912,2014-01-01,2014-03-31,2014-03-12,"Alderman Tim Cullerton",250,18441,2014-04-15
5913,2014-01-01,2014-03-31,2014-03-12,"Alderman Danny Solis",500,18441,2014-04-15
5914,2014-01-01,2014-03-31,2014-03-12,"11th Ward Democratic Party",500,18441,2014-04-15
5915,2014-01-01,2014-03-31,2014-03-21,"Zoning Committee Chairman Daniel Solis",150,16327,2014-04-15
5916,2014-01-01,2014-03-31,2014-02-27,"Citizens for Burnett",150,14361,2014-04-15
5917,2014-01-01,2014-03-31,2014-02-12,"Andy Beshar for Attorney General",125,14361,2014-04-15
5918,2014-01-01,2014-03-31,2014-01-15,"Ed Burke",500,17784,2014-04-15
5919,2014-01-01,2014-03-31,2014-03-31,"Alderman Daniel Solis",100,17229,2014-04-15
5920,2014-01-01,2014-03-31,2014-02-24,"Frinends of Walter Burnett",300,18761,2014-04-15
5921,2014-01-01,2014-03-31,2014-03-27,"Citizens for Solis",1000,18686,2014-04-15
5941,2014-01-01,2014-03-31,2014-03-14,"Citizens for Cullerton",150,18321,2014-04-16
5942,2014-01-01,2014-03-31,2014-03-28,"25th Ward Regular Democratic Organization",800,18546,2014-04-16
5961,2014-01-01,2014-03-31,2014-03-27,"Citizens for Solis",1000,18803,2014-04-17
5981,2014-01-01,2014-03-31,2014-02-27,"Citizens for Cappleman",250,17266,2014-04-17
5982,2014-01-01,2014-03-31,2014-03-14,"Friends of Leslie A Hairston",250,17266,2014-04-17
5983,2014-01-01,2014-03-31,2014-02-25,"Citizens for Deb Mell",250,17266,2014-04-17
5984,2014-01-01,2014-03-31,2014-03-31,"25th Ward Regular Democratic Organization",150,17266,2014-04-17
5985,2014-01-01,2014-03-31,2014-03-27,"Friends of George A Cardenas",200,17266,2014-04-17
5986,2014-01-01,2014-03-31,2014-01-30,"Citizens for Deborah Graham",75,17489,2014-04-18
5987,2014-01-01,2014-03-31,2014-03-25,"Alderman Danny Solis",200,17489,2014-04-18
5988,2014-01-01,2014-03-31,2014-03-27,"Alderman George Cardenas",250,17489,2014-04-18
6001,2014-01-01,2014-03-31,2014-03-11,"Friends of Edward M. Burke",1000,17701,2014-04-18
6002,2014-01-01,2014-03-31,2014-02-23,"Citizens for Tim Cullerton",250,17270,2014-04-18
6003,2014-01-01,2014-03-31,2014-02-25,"Friends of Walter Burnett",250,17270,2014-04-18
6004,2014-01-01,2014-03-31,2014-01-23,"Citizens to elect Deborah L Graham",500,18482,2014-04-18
6005,2014-01-01,2014-03-31,2014-01-23,"Friends of Ald. Reilly",1000,18482,2014-04-18
6006,2014-01-01,2014-03-31,2014-01-24,"Citizens for O'Connor",100,18482,2014-04-18
6007,2014-01-01,2014-03-31,2014-02-10,"Friends of Margaret Laurino",250,18482,2014-04-18
6008,2014-01-01,2014-03-31,2014-02-18,"Citizens for Tim Cullerton",250,18482,2014-04-18
6009,2014-01-01,2014-03-31,2014-02-19,"Ald. Michelle A Harris",500,18482,2014-04-18
6010,2014-01-01,2014-03-31,2014-03-06,"Ald. Leslie Hairston",250,18482,2014-04-18
6011,2014-01-01,2014-03-31,2014-03-06,"Ald. Bob Fioretti",500,18482,2014-04-18
6012,2014-01-01,2014-03-31,2014-03-31,"Ald. Solis",1000,18482,2014-04-18
6013,2014-01-01,2014-03-31,2014-03-06,"Ald. Bob Fioretti",500,18825,2014-04-18
6014,2014-01-01,2014-03-31,2014-03-31,"Ald. Solis",1000,18825,2014-04-18
6015,2014-01-01,2014-03-31,2014-03-06,"Ald. Leslie Hairston",250,18825,2014-04-18
6016,2014-01-01,2014-03-31,2014-01-23,"Friends of Ald. Reilly",1000,18825,2014-04-18
6017,2014-01-01,2014-03-31,2014-02-18,"Citizens for Tim Cullerton",250,18825,2014-04-18
6018,2014-01-01,2014-03-31,2014-01-23,"Citizens to elect Deborah L Graham",500,18825,2014-04-18
